,created,text,location,hashtags,location#
7,2019-10-31 15:54:47,"#KincadeFire 🔥 unofficial, automated update.
At Geyserville, CA. ⚠️ DO NOT USE FOR SAFETY PURPOSES - See officials… https://t.co/sbUlEGWltx","{'type': 'Point', 'coordinates': [38.67170095, -122.77489293]}",[Hashtag(Text='KincadeFire')],13
8,2019-10-31 14:18:07,"#KincadeFire 🔥 unofficial, automated update.
At Geyserville, CA. ⚠️ DO NOT USE FOR SAFETY PURPOSES - See officials… https://t.co/DQ9Vx2Fkcc","{'type': 'Point', 'coordinates': [38.67170095, -122.77489293]}",[Hashtag(Text='KincadeFire')],13
9,2019-10-31 13:12:06,"#KincadeFire 🔥 unofficial, automated update.
At Geyserville, CA. ⚠️ DO NOT USE FOR SAFETY PURPOSES - See officials… https://t.co/nJtmqeXtch","{'type': 'Point', 'coordinates': [38.67170095, -122.77489293]}",[Hashtag(Text='KincadeFire')],13
10,2019-10-31 01:12:48,"#KincadeFire 🔥 unofficial, automated update.
At Geyserville, CA. ⚠️ DO NOT USE FOR SAFETY PURPOSES - See officials… https://t.co/DSSNeVQu1n","{'type': 'Point', 'coordinates': [38.67170095, -122.77489293]}",[Hashtag(Text='KincadeFire')],13
11,2019-10-30 22:27:07,Kept a close watch on the Kincade Fire before sunset! @ Villa Ca' Toga https://t.co/YlqBe7zNBW,"{'type': 'Point', 'coordinates': [38.5928917, -122.5990982]}",[],13
12,2019-10-30 21:08:48,Our winemaker made it back in. The 2019 wines didn’t seem to mind a few days alone. Tanks still taste great.… https://t.co/WWh9kl6UwO,,[],13
13,2019-10-30 19:59:40,A photo posted @sacbee_news by Daniel Kim shows inmate crews walking the fire line and helping to keep… https://t.co/nxjXq7rpOb,,[],13
14,2019-10-30 19:45:02,#Basia happy to inspect “her” chickens @ Puma Springs Vineyards LLC https://t.co/YH4fYYZvHl,"{'type': 'Point', 'coordinates': [38.65471, -122.88299]}",[Hashtag(Text='Basia')],13
15,2019-10-30 19:43:58,Chickens happy we are home @ Puma Springs Vineyards LLC https://t.co/FZCpkycY3N,"{'type': 'Point', 'coordinates': [38.65471, -122.88299]}",[],13
16,2019-10-30 19:19:54,We love you @hawkeswine Stay strong as see you soon! @ Alexander Valley Commmunity Hall https://t.co/GDpIFVSxyM,"{'type': 'Point', 'coordinates': [38.67680349, -122.83112853]}",[],13
0,2019-10-30 23:18:27,Murr my fur baby sitting pretty for pictures. https://t.co/iDlzNic3ba,,[],15
1,2019-10-30 18:37:43,@KimJohnston @seanfromsylvan I’ll buy you a beer!!   So far just a great community to be a part of.   Can’t wait to watch WCBL in town,,[],15
2,2019-10-30 18:35:20,@WBrettWilson Just crazy!   We live in a country where we’d rather buy oil from the Saudis because why?   Their oil is cleaner?—-dreams,,[],15
0,2019-10-31 18:27:45,"But guess what? Once again anti-hunting legislation has been passed in this state. In this case, the hunting of Bob… https://t.co/BmIE3su1kG",,[],23
1,2019-10-31 18:27:13,happy halloween @DREAMERSjoinus https://t.co/tcp8crgoMM,,[],23
2,2019-10-31 18:27:08,@RealMattCouch @JulieReichwein1 @atensnut @kbq225 @Therealbp65 @Luckytobeme3 @Oldgloryfighter @FuctupMike @catturd2… https://t.co/rXcB4TnfvG,,[],23
3,2019-10-31 18:26:52,"""As a hunter, you provide an important dedicated source of funding for management and protection of the state's wil… https://t.co/qbRBKpPbfW",,[],23
4,2019-10-31 18:24:05,@willchamberlain Didn’t Nance say she wasn’t going to impeach if it wasn’t across party lines ...,,[],23
5,2019-10-31 18:23:32,"@DanDahMan3D @Gizmodo Wait so you’re saying republicans built nuclear power plants... not democrats... 

Weird isn’… https://t.co/apyWyr3BRq",,[],23
6,2019-10-31 18:22:47,Falling asleep. Shit. It's only 11:22am! Lol 😂,,[],23
7,2019-10-31 18:22:07,@Cernovich Holy shit - magic.... she slides the syringe out through her arm - what a scam,,[],23
8,2019-10-31 18:20:06,"@stillgray Right in the feels... I’m in public quit it, you’re crying I’m not crying who’s cryin",,[],23
9,2019-10-31 18:14:04,@CNNPolitics These 2 know what side their breads buttered on. There’s a problem they are not Republican so hold kno… https://t.co/8Z8C2m8mRp,,[],23
10,2019-10-31 18:13:46,@fxcknormalityy_ @_chriswolfe You my #1 bby 🥺😘❤️,,[],23
11,2019-10-31 18:12:42,@CasualGeek_ Hehehe so creepy right,,[],23
12,2019-10-31 18:10:00,"Thank you snapchat for this nightmare.

Who doesn't love giant spiders crawling on your face??🤔

Happy Halloween! xD https://t.co/wMjfplQOMg",,[],23
13,2019-10-31 18:08:12,"@dovidfeldman Girls: 1
Dad: 0",,[],23
14,2019-10-31 18:07:45,@allie_kay8 Wilson’s revenge LMAO,,[],23
15,2019-10-31 18:04:29,I. WILL. SEE. GREECE. https://t.co/x4RzePjY79,,[],23
16,2019-10-31 18:04:09,I am so obsessed with this Swedish fish candy 😍😍🤩,,[],23
17,2019-10-31 18:03:17,@NICKIMINAJ @AppleMusic @Beats1 I’m so mad that apparently the barbz have no fuckin life and really wanted to vote… https://t.co/OmffT92CpW,,[],23
18,2019-10-31 18:02:55,To all of you that voted Friday..... 🤬🤬🤬 https://t.co/uqMkNWs1fn https://t.co/jgRHvFNBF7,,[],23
19,2019-10-31 18:01:38,"@Atuiolosega As you probably guessed, I am so disgusted with how the Dems are allowed to take our great country &amp; t… https://t.co/YNMBLASWEP",,[],23
20,2019-10-31 18:00:08,Please join us today from 11:00-2:00 serving delicious lunch before your nighttime festivities! Tonight we will be… https://t.co/ZZLxl4Rqok,"{'type': 'Point', 'coordinates': [39.73967608, -121.84659276]}",[],23
21,2019-10-31 17:59:25,"Yep, I say never turn dn ice cream even in winter ha ha!!!
Well so dis pic fr last week ... well wat can I say it b… https://t.co/jQKl6hvH7X",,[],23
0,2019-10-31 18:19:37,"Happy Halloween! We are excited to announce the The Lighthouse is coming to The State Theatre starting Friday, Nove… https://t.co/VfzQNnMc4X","{'type': 'Point', 'coordinates': [37.64314, -120.99752]}",[],24
1,2019-10-31 18:19:10,@kristamartinez_ How long???,,[],24
2,2019-10-31 18:18:40,No wonder it’s so good https://t.co/Hl4Cp7ckfL,,[],24
3,2019-10-31 18:16:48,@thisaintbooboo Im staying in the bay tonight 😞,,[],24
4,2019-10-31 18:16:30,Every time tht I see you can’t lose my composure,,[],24
5,2019-10-31 18:08:20,BREAKING NEWS: CHANNEL UPDATE https://t.co/GyyhjxoTFA,,[],24
6,2019-10-31 18:06:59,"@acustom19 @TheSteinLine Yeah the ""good ole days"" of garbage players who have no redeeming value other than to fight.",,[],24
7,2019-10-31 18:05:12,In 2 days I get to marry my best friend ❤️ https://t.co/KqKt8d1DuW,,[],24
0,2019-10-31 12:31:05,"#HillSideFire (Update):  Updated map of fire perimeter.  High winds continue in the area, 20-30 mph with gusts up t… https://t.co/kdYMJuptAg",,[Hashtag(Text='HillSideFire')],26
1,2019-10-31 11:21:28,"#HillsideFire (Update): Mandatory Evacuations have been declared all homes North of 50th, West of Hwy18, &amp; East of… https://t.co/RnMAOieJiR",,[Hashtag(Text='HillsideFire')],26
2,2019-10-31 18:28:03,@redbeamE The homie just told me this lol I was just asking Kause I didn’t hear nada bout Debo lol,,[],26
3,2019-10-31 18:27:34,Happy Halloween!🎃 Y’all be safe! Have fun! This is the only day you are allowed to overdose on candy 🍭🍬,,[],26
4,2019-10-31 18:25:34,im literally fucking crying lmao https://t.co/gvf9cZYmc9,,[],26
5,2019-10-31 18:25:25,@WannaBeHeard Lmao i am weak hahaha.,,[],26
6,2019-10-31 18:25:01,@MarisaMRamirez Happy Halloween!! Have fun!!,,[],26
7,2019-10-31 18:24:56,Happy Halloween! https://t.co/s11oBQ6bb8,,[],26
8,2019-10-31 18:24:43,I got uh uh in my mansion,,[],26
9,2019-10-31 18:24:33,What my homies on tonight,,[],26
0,2019-10-31 18:27:19,"@TbullGaming I got von mueller, who I needed desperately because until then I was using Scheer on my cruisers",,[],27
1,2019-10-31 18:26:02,@TbullGaming Congrats man,,[],27
2,2019-10-31 18:25:06,God bless u Georgegambino lickmykamez gym mirror gambino laugh cheat  keeping Thank God lord Amen Holy Hallelujah.… https://t.co/MjrLmImibE,,[],27
3,2019-10-31 18:24:23,Happy Halloween!🎃 https://t.co/z9ORWV0wj4,,[],27
4,2019-10-31 18:23:17,@AstroBrute @PoliticalKathy @pewdiepie Where’d you get kid from,,[],27
5,2019-10-31 18:18:48,Thank you Van Jones Congratulations. .....,,[],27
6,2019-10-31 18:18:20,"I have a wholesome man but if he ever cheat on me imma put nair in his shampoo , try to cheat now caliou . 😌",,[],27
7,2019-10-31 18:17:10,Congratulations @Nationals on your 1st World Series win🏆⚾️🔥It was an amazing World Series‼️Pick up all your 2019 Wo… https://t.co/XQakfovqnP,,[],27
8,2019-10-31 18:16:46,Hope so kick out President Trump so no good career person bad act show off kick out president Trump never college law school ? ?,,[],27
9,2019-10-31 18:16:26,"🎶Well, we must be some zanies &amp; fools
To take a gamble on this love just like we do...🎶",,[],27
10,2019-10-31 18:13:54,God bless u Georgegambino lickmykamez gym mirror gambino laugh cheat  keeping Thank God lord Amen Holy Hallelujah.… https://t.co/EUWornpwbN,,[],27
11,2019-10-31 18:11:29,"nowhere to run, nowhere to hide https://t.co/tlhnBo6Pzc",,[],27
12,2019-10-31 18:11:28,God bless u Georgegambino lickmykamez gym mirror gambino laugh cheat  keeping Thank God lord Amen Holy Hallelujah.… https://t.co/BrGIoFXlaJ,,[],27
13,2019-10-31 18:11:26,"I thought someone was walking behind me clapping, Then I realized it was just this ass 😅",,[],27
14,2019-10-31 18:08:42,I just want to go to the summer walker concert,,[],27
15,2019-10-31 17:57:38,you can say I like living on the edge 😈😤 https://t.co/5E1qm4Mphi,,[],27
16,2019-10-31 17:56:34,"My most recent abstract photography moment.

#abstractphotographer #abstract #abstractexpressionism… https://t.co/ZHxjXBiPdX","{'type': 'Point', 'coordinates': [32.5367348, -117.0233411]}","[Hashtag(Text='abstractphotographer'), Hashtag(Text='abstract'), Hashtag(Text='abstractexpressionism')]",27
0,2019-10-31 18:02:31,"Live , bien tod@s bien ... https://t.co/d8sEpt37bh",,[],28
1,2019-10-31 18:01:58,"Live , Tod@s ,  bien ... https://t.co/N7mwCRz0Er",,[],28
2,2019-10-31 17:56:26,@DieAlfaro House of cards,,[],28
0,2019-10-26 18:40:26,@HoldemHammers @SeVenJungle @GervaSOAD @KeriosYT @LoGiiLoL *flashback de Vietnam* https://t.co/GRwLtzR0uP,,[],30
1,2019-10-26 05:55:54,@Noragrm Twins,,[],30
0,2019-10-30 07:24:17,@welcomet0nature Gracias! Be sure of your work. Lovely,,[],32
1,2019-10-30 04:46:10,Relieve territorial of The Main Park Houston online live stattion internacional space @adn40 @AispuroDurango https://t.co/IRw8OJ9qcW,,[],32
2,2019-10-29 07:04:21,😍👅👅thic mmm https://t.co/SKza8hqXoq,,[],32
3,2019-10-29 03:12:21,@YougleFact Learning to fly?! Pink Floyd ‘94?,,[],32
4,2019-10-29 01:46:15,"I can see what you want me to be, but I'm no fool
It's in the lap of the Gods https://t.co/IafqGROnwh",,[],32
5,2019-10-27 07:09:39,@MaymayAnda Noooooo!! Come back!,,[],32
6,2019-10-27 07:09:24,Wow that was hella fun! #juanitoswedding,,[Hashtag(Text='juanitoswedding')],32
7,2019-10-27 07:02:32,A tomar !!!!!,,[],32
8,2019-10-27 06:53:37,"Amigos, I’m gone.",,[],32
9,2019-10-27 02:15:00,@_Nopaliz They can be addicting,,[],32
10,2019-10-26 03:09:33,@ESPNDeportes @Lakers Jacko!,,[],32
11,2019-10-24 14:35:11,Literal we https://t.co/0SLw2dRYgP,,[],32
12,2019-10-24 14:08:48,"This world doesnt need no opera, we need it for the operation.",,[],32
13,2019-10-24 13:58:33,Is this love OEMADRIMIN 🤘,,[],32
14,2019-10-24 13:52:30,"I climb the stage again this night
'Cause the place seems still alive
When the smoke is going down
#Scorpions https://t.co/XwkimcCj7E",,[Hashtag(Text='Scorpions')],32
15,2019-10-24 03:59:42,"And here I go again on my own
Going down the only road I've ever known
Like a drifter I was born to walk alone
And… https://t.co/lsBp0SzB0q",,[],32
0,2019-10-31 16:29:55,"Happy Halloween! Just a short go this morning, too much on my plate.
#happyhalloween🎃👻 
#RunHappy #RunStronger… https://t.co/qN2GvWrqZc","{'type': 'Point', 'coordinates': [38.27268854, -112.5]}","[Hashtag(Text='happyhalloween'), Hashtag(Text='RunHappy'), Hashtag(Text='RunStronger')]",34
1,2019-10-30 19:04:56,"25° now is a far cry better than the 11° at 7 this morning... Still, I forget how much the cold air affects my abil… https://t.co/K7zhlEvU5I","{'type': 'Point', 'coordinates': [38.27268854, -112.5]}",[],34
2,2019-10-30 03:48:29,The string of victims is getting longer... @ The Gibson House https://t.co/yCcIRid6CU,"{'type': 'Point', 'coordinates': [38.27268854, -112.5]}",[],34
3,2019-10-28 14:43:42,"Ran home after dropping the car off at the mechanic... All up hill, slow climb.
#RunHappy #RunStronger… https://t.co/rflF1twJBj","{'type': 'Point', 'coordinates': [38.27268854, -112.5]}","[Hashtag(Text='RunHappy'), Hashtag(Text='RunStronger')]",34
4,2019-10-28 04:47:53,Just posted a photo @ The Gibson House https://t.co/6lIg3q6LoT,"{'type': 'Point', 'coordinates': [38.27268854, -112.5]}",[],34
5,2019-10-27 18:06:51,Just posted a photo @ The Gibson House https://t.co/zmcaAsQxJI,"{'type': 'Point', 'coordinates': [38.27268854, -112.5]}",[],34
6,2019-10-26 23:58:26,"SUU Hall of Fame class of 2019; Coach Jack Bishop, all-american gymnist Cindy Peterson, golf stand out Zach Johnson… https://t.co/VSL6vvGwOc",,[],34
7,2019-10-26 23:50:48,"Complete game! 10 point dog at home, keep it going at MSU! https://t.co/9jO0GHDRRm",,[],34
8,2019-10-26 23:08:36,Probably not the best idea before a 3 hour drive https://t.co/oZoqxKg8Zm,,[],34
9,2019-10-26 22:59:49,The volleyball team beat Merit College Preparatory 3-1 today in the first round of the 2A playoffs. They will proce… https://t.co/cLHpFfWEms,,[],34
10,2019-10-26 20:29:02,"@Emerantura 8 PM kickoffs are brutal when you live in Southern Utah and you have to drive home after the game, but… https://t.co/PrNPzZtQaa",,[],34
11,2019-10-26 18:13:28,"#crackedwheat cereal, or Lovely Mush as my grandmother would call it, is a comfort food for my breakfast...… https://t.co/Pq7Euifox7","{'type': 'Point', 'coordinates': [38.27268854, -112.5]}",[Hashtag(Text='crackedwheat')],34
12,2019-10-26 16:31:22,"Hill repeats today meant slow but tough run... It won't be a lazy weekend this time, too much to do.… https://t.co/y8sHpW09ll","{'type': 'Point', 'coordinates': [38.27268854, -112.5]}",[],34
13,2019-10-25 15:27:42,Don’t forget to head out to the Haunted Barn today and tomorrow night to support the wrestlers.,,[],34
14,2019-10-25 13:51:01,"#5kF got a short run in this morning! It's starting to get colder. 
#ExceedTheCouch #RunHappy #RunStronger @ The Gi… https://t.co/u9sZHYKPia","{'type': 'Point', 'coordinates': [38.27268854, -112.5]}","[Hashtag(Text='5kF'), Hashtag(Text='ExceedTheCouch'), Hashtag(Text='RunHappy'), Hashtag(Text='RunStronger')]",34
15,2019-10-24 23:44:08,"#SkullFlat2Fire 🔥 unofficial, automated update.
~7mi ENE of Beaver, UT. ⚠️ DO NOT USE FOR SAFETY PURPOSES - See off… https://t.co/l7DwVbVcqX","{'type': 'Point', 'coordinates': [38.31153346, -112.49872915]}",[Hashtag(Text='SkullFlat2Fire')],34
16,2019-10-24 22:45:18,I ❤ Beaver.,,[],34
17,2019-10-24 14:27:22,"#NoRecords were broken this morning. Just a real push. #HeartBeat racing, #breathedeep and enjoy the morning.… https://t.co/y9XmDFvLCI","{'type': 'Point', 'coordinates': [38.27268854, -112.5]}","[Hashtag(Text='NoRecords'), Hashtag(Text='HeartBeat'), Hashtag(Text='breathedeep')]",34
18,2019-10-24 05:04:19,Just posted a photo @ The Gibson House https://t.co/udSR0HRzPG,"{'type': 'Point', 'coordinates': [38.27268854, -112.5]}",[],34
19,2019-10-23 14:36:03,"What day is it!!!???!! #humpday🐪 

#RunHappy #RunStronger 
#ExceedTheCouch @ The Gibson House https://t.co/gsJluL552Q","{'type': 'Point', 'coordinates': [38.27268854, -112.5]}","[Hashtag(Text='humpday'), Hashtag(Text='RunHappy'), Hashtag(Text='RunStronger'), Hashtag(Text='ExceedTheCouch')]",34
20,2019-10-23 03:52:38,Roasted Red Pepper Parmesan Chicken with sauteed brussel sprouts. That's a pretty decent low carb dinner that was a… https://t.co/5cNjmdsZfg,"{'type': 'Point', 'coordinates': [38.27268854, -112.5]}",[],34
0,2019-10-29 00:46:43,"Snow needs to go away lol, but I love the way it makes my pictures looks fernwood, Idaho https://t.co/WCKbxkEm1Y","{'type': 'Point', 'coordinates': [47.11222222, -116.39277778]}",[],43
1,2019-10-28 02:51:28,"Finished painting my pumpkin for Halloween this Thursday. 해피 할로윈 is Korean for Happy Halloween. @ Fernwood, Idaho https://t.co/c30wrduQIH","{'type': 'Point', 'coordinates': [47.11222222, -116.39277778]}",[],43
0,2019-10-27 03:34:33,"Successful opening day!!! @ Canyon Creek, Montana https://t.co/WTuAt4BfYy","{'type': 'Point', 'coordinates': [46.80569, -112.25533]}",[],45
1,2019-10-26 08:29:04,"At 10:15 PM MDT, 4 ESE Canyon Creek [Lewis And Clark Co, MT] TRAINED SPOTTER reports NON-TSTM WND GST of E53 MPH. R… https://t.co/7MVaiQyGs5","{'type': 'Point', 'coordinates': [46.78, -112.19]}",[],45
2,2019-10-25 21:12:44,"At 7:14 AM MDT, 6 SSE Marysville [Lewis And Clark Co, MT] MESONET reports NON-TSTM WND GST of M65 MPH. IRON RIDGE. https://t.co/nHZmvhxncy","{'type': 'Point', 'coordinates': [46.67, -112.26]}",[],45
3,2019-10-23 18:58:05,"At 12:00 PM MDT, 1 WNW Marysville [Lewis And Clark Co, MT] PUBLIC reports HEAVY SNOW of 10.00 INCH. 10 INCHES NEW S… https://t.co/oBfW8UCF6K","{'type': 'Point', 'coordinates': [46.75, -112.31]}",[],45
4,2019-10-23 18:39:43,"At 12:35 PM MDT, Canyon Creek [Lewis And Clark Co, MT] TRAINED SPOTTER reports SNOW of 6.00 INCH https://t.co/Fidf3BLyiu","{'type': 'Point', 'coordinates': [46.81, -112.27]}",[],45
5,2019-10-23 14:22:27,"At 8:20 AM MDT, 6 SSE Marysville [Lewis And Clark Co, MT] AMATEUR RADIO reports SNOW of 4.00 INCH. HAM RADIO REPORT… https://t.co/Ix1jtRqqoH","{'type': 'Point', 'coordinates': [46.67, -112.27]}",[],45
0,2019-10-28 17:39:04,"Can you recommend anyone for this #Transportation job in #Dayton, MT? Click the link in our bio to see it and more.… https://t.co/sKQbwfovji","{'type': 'Point', 'coordinates': [47.8657773, -114.2790121]}","[Hashtag(Text='Transportation'), Hashtag(Text='Dayton')]",48
1,2019-10-24 23:44:51,"Nervous to apply for a job like ""Driver Helper"" at UPS? Apply even if you're not a 100% match. You might be underes… https://t.co/hrN4GF5R3z","{'type': 'Point', 'coordinates': [47.8657773, -114.2790121]}",[],48
0,2019-10-27 18:55:02,"USGS reports a M0.32 #earthquake 34km NE of Amboy, Washington on 10/27/19 @ 18:19:47 UTC https://t.co/ZbYWIcMmJq #quake","{'type': 'Point', 'coordinates': [46.1095, -122.09916667]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",49
0,2019-10-25 01:09:48,"I will be tattooing at the @MOMProductions NOV 8-10 in Grand Ronde , Oregon .. Looking forward to bringing my Dark… https://t.co/ezP0cyERT2","{'type': 'Point', 'coordinates': [45.05709, -123.58323]}",[],51
0,2019-10-26 17:55:21,"At 8:20 AM MDT, 2 SE Condon [Missoula Co, MT] COCORAHS reports SNOW of 1.00 INCH. COCORAHS STATION MT-MS-27 CONDON… https://t.co/WGc05TdVp6","{'type': 'Point', 'coordinates': [47.5, -113.68]}",[],56
0,2019-10-27 23:50:13,@TehFalom @MarieFrRenaud You do realize that it takes about 10 private sector jobs to pay for one public sector job… https://t.co/gFwfHAx8l5,,[],59
0,2019-10-28 16:20:39,Looking to score a job at Dollar General Corporation? You're in luck. Click the link in our bio for the job descrip… https://t.co/FGhYR3POXF,"{'type': 'Point', 'coordinates': [44.3832267, -97.5538469]}",[],65
0,2019-10-31 14:37:31,I am looking for a buyer on 306 S Columbus Ave #Cameron #TX  #realestate https://t.co/N0AmPATWex https://t.co/VhFZswhJug,"{'type': 'Point', 'coordinates': [30.853478, -96.995263]}","[Hashtag(Text='Cameron'), Hashtag(Text='TX'), Hashtag(Text='realestate')]",68
1,2019-10-31 05:37:24,at night it’s when it hits me the hardest cause you’re not here with me,,[],68
2,2019-10-31 04:36:07,the people we meet are always met at the right time,,[],68
3,2019-10-31 02:09:52,@legendarytrinn Here I am 💁🏻‍♀️,,[],68
4,2019-10-31 01:25:53,His glasses 💀💀 https://t.co/qGxZXlFFxt,,[],68
5,2019-10-30 23:22:30,Aaliyah is crying because her magnets wont stick to the recliner 😏😂,,[],68
6,2019-10-30 22:55:19,"Can I just skip to where I see Danny again? no, okay 🥺😭 https://t.co/2vp1LedC2y",,[],68
0,2019-10-31 18:19:37,@LordesSilea Thank you!!!!!!!,,[],71
1,2019-10-31 18:05:29,Just me &amp; my Torta 🥙 https://t.co/J6cREnOeBr,,[],71
2,2019-10-31 17:49:51,I just want some really warm brownies :((((,,[],71
3,2019-10-31 17:14:49,Today’s mood! #Estaré by @dldmexico 🎶 #yTeVas by @motelrocks 🎶 #ArrulloDeEstrellas by @zoetheband 🎶 #CaeElSol by… https://t.co/MYqs3y6mZP,"{'type': 'Point', 'coordinates': [25.5421, -103.4346]}","[Hashtag(Text='Estaré'), Hashtag(Text='yTeVas'), Hashtag(Text='ArrulloDeEstrellas'), Hashtag(Text='CaeElSol')]",71
0,2019-10-31 17:20:34,gooey,,[],72
1,2019-10-31 17:18:03,we keep this love in a photograph,,[],72
2,2019-10-30 20:10:48,@JavierVazkez2 Y daddy Yankee,,[],72
3,2019-10-30 17:51:52,Chale🤔,,[],72
4,2019-10-30 14:10:36,@SanttyAxhel @Danielfrias__ Que pashoo bby.,,[],72
5,2019-10-29 23:46:05,what do you do,,[],72
6,2019-10-29 23:37:14,@YesseRamoos lanzate a crossfit o al gym,,[],72
7,2019-10-29 23:30:01,@Yamilettmunz This is the university,,[],72
8,2019-10-29 15:25:23,@YuliPerdoz obvio,,[],72
9,2019-10-29 06:46:23,😳🤯 chale.,,[],72
10,2019-10-27 21:46:18,Another weekend out of my life 🎵,,[],72
11,2019-10-27 18:43:06,Lord of chaos https://t.co/y78roSr23N,,[],72
12,2019-10-27 03:34:32,@Ale_Mtnz A ver 👀,,[],72
13,2019-10-26 22:24:17,stay in my arms if you dare,,[],72
14,2019-10-26 18:52:28,WANNA TRAVEL SO BAD.,,[],72
15,2019-10-25 18:29:28,I'm taking a ride with my best friend 🎶🎶,,[],72
16,2019-10-25 17:50:22,shine on,,[],72
17,2019-10-25 13:08:09,I push my fingers into my eyesss!!!! 🎶,,[],72
18,2019-10-25 13:07:36,Somebody just got in the bus and I could smell coffee which makes me remind of travelling. 😩 God I need to get out of here.,,[],72
19,2019-10-24 23:28:57,@trixiemattel you're now trend in Mexico's Twitter topics.,,[],72
20,2019-10-24 18:39:55,and yet i wait,,[],72
0,2019-10-29 18:56:28,"Can you recommend anyone for this #Transportation job in #RatliffCity, OK? Click the link in our bio to see it and… https://t.co/xEo2WPBzaE","{'type': 'Point', 'coordinates': [34.4492927, -97.5157137]}","[Hashtag(Text='Transportation'), Hashtag(Text='RatliffCity')]",74
0,2019-10-31 16:45:49,I swear I’m nice in fortnite,,[],75
1,2019-10-31 15:38:46,@PrisonPlanet Hell bound.,,[],75
2,2019-10-31 14:27:23,@chuckwoolery Total lies. HOW do people fall for this???,,[],75
3,2019-10-31 14:26:28,"@chuckwoolery Right?? If this Republic is balancing precariously on keeping the lies of Democrats hidden, we're all… https://t.co/gO5lmD3ZJJ",,[],75
4,2019-10-31 14:18:11,"Oh.....not today @SpeakerPelosi , not today.

HOW in the name of all that's Holy, can ANYONE believe in these people??",,[],75
5,2019-10-30 20:04:37,"See our latest #CedarBluff, VA job and click to apply: Driver Helper - https://t.co/hYpMm55jy4 #Transportation","{'type': 'Point', 'coordinates': [37.3033184, -81.3386679]}","[Hashtag(Text='CedarBluff'), Hashtag(Text='Transportation')]",75
6,2019-10-30 17:42:18,Never look back 💯,,[],75
7,2019-10-30 00:19:29,@Im__Bossy Y’all be on it,,[],75
8,2019-10-30 00:18:05,@Im__Bossy Y’all be on it hahah,,[],75
9,2019-10-29 23:52:04,@almightygod I hope you enjoyed it. https://t.co/YB0XasmnWw,,[],75
10,2019-10-29 19:47:41,"A family friend took this picture of my hometown with a drone. Not the most popular, but the only one that matters… https://t.co/CTIehLkk9s",,[],75
11,2019-10-29 19:09:11,@_xkaay Who told you that,,[],75
12,2019-10-29 18:48:35,@_xkaay Hell yeah me too,,[],75
13,2019-10-28 21:55:28,@OzraeliAvi @KTHopkins Feckin animals.,,[],75
0,2019-10-31 18:06:56,"Puerto Rico Government is hiring in #Ponce, Ponce! Read about our latest #Educación job opening via the link in our… https://t.co/f0IQLDhwS6","{'type': 'Point', 'coordinates': [18.0110768, -66.6140616]}","[Hashtag(Text='Ponce'), Hashtag(Text='Educación')]",76
1,2019-10-31 17:32:49,@papocristo23 VE A WAL MART,,[],76
2,2019-10-31 16:58:23,Gotta bless everyone’s tl https://t.co/r7lzdC2yf9,,[],76
3,2019-10-31 16:47:48,Happy spooky day🎃 https://t.co/8Atsaj58d8,,[],76
4,2019-10-31 16:43:14,GoGo’s Dental Care 💙 https://t.co/N9Ib8f9H0i,,[],76
5,2019-10-31 16:33:27,🎃🍬 Happy Halloween! 👻🎃 https://t.co/a2fj1Fqb1P,,[],76
6,2019-10-31 16:21:11,this scene was a masterpiece ✨ https://t.co/cYYY8ylTA6,,[],76
7,2019-10-31 16:16:17,"current weather in Ponce: clear sky, 29°C
57% humidity, wind 2kmh, pressure 1013mb","{'type': 'Point', 'coordinates': [18.01, -66.62]}",[],76
8,2019-10-31 16:01:34,@karlasofia_18 Thanks baby😘,,[],76
9,2019-10-31 15:55:49,Mood: 😏 https://t.co/wInyQJxKhb,,[],76
10,2019-10-31 15:39:49,The measure detailed how the inquiry will move into a more public phase and was not a vote on whether to impeach th… https://t.co/0hZtAJHxwE,,[],76
11,2019-10-31 15:02:18,3 day weather forecasts pal’ turisteo’ 📲 iPhone app.. Android soon! https://t.co/ukOiXJj1Fn,,[],76
